author,date,title,abstract,url,eprint
J Wen and L He and F Zhu,2018,Swarm robotics control and communications: Imminent challenges for next generation smart logistics,"… Sens- ing: Collision avoidance is another field in which computer vision and machine learning
can help … Reinforcement learning reveals the underlying cost function that training data implicitly
follows, in case the cost … Intelligent controller: big data mining with deep learning … 
",https://ieeexplore.ieee.org/abstract/document/8419187/,
X Xi and Z Wei and R Xiaoguang and W Yijie…,2015,A comprehensive evaluation of air pollution prediction improvement by a machine learning method,"Urban air pollution prediction is one of the most important tasks in the treatment of urban air pollution. Due to the disadvantage that source list updated not in time for WRF-Chem which is a numeric model, the prediction result may be not good enough. In this paper, we take full …",https://ieeexplore.ieee.org/abstract/document/7367615/,
X Wu and J Liu and H Jin and L Guo,2012,The Design and Analysis of Logistics Information System Based on Data Mining,"… Machine learning related with computer science and artificial intelligence, is used to detect
relationship and rule among the data, these relationships and rules can be expressed in universal
law. Page 2. 68 X. Wu et al. Modern logistics system is a large and complex system … 
",https://link.springer.com/chapter/10.1007/978-3-642-31003-4_9,
AKR Venkatapathy and H Bayhan and F Zeidler…,2017,Human machine synergies in intra-logistics: Creating a hybrid network for research and technologies,"… in the field of Industry 4.0 and intra-logistics are identified due to the new form of interaction
between humans and machines … the data produced and also to combine all the data to arrive
at new insights using concepts from machine learning and deep learning networks … 
",https://ieeexplore.ieee.org/abstract/document/8104684/,https://annals-csis.org/Volume_11/drp/pdf/253.pdf
A Fink and F Rothlauf,2008,"Advances in computational intelligence in transport, logistics, and supply chain management","… Proper performance of the logistics functions can contribute both to lower costs and to …
Computational Intelligence (CI) describes a set of methods and tools that often mimic … neural
networks, fuzzy logic, evolutionary computation, local search, and machine learning approaches … 
",https://books.google.com/books?hl=ko&lr=&id=n1xuCQAAQBAJ&oi=fnd&pg=PR1&dq=Machine+learning+in+logistics&ots=TkfjTTnVQH&sig=Of2GPowluZ73lKZpm7B5nTtSsss,
Q Tang and F Xie,2008,A Holistic approach for selecting third-party logistics providers in fourth-party logistics,"In a fourth-party logistics concept, the supply network is organized, administrated and managed by a fourth-party logistics service provider. The selection of third-party providers is a crucial step for fourth-party logistics enterprise to implement logistics function. This study …",https://ieeexplore.ieee.org/abstract/document/4620672/,
J Li and JM Bioucas-Dias and A Plaza,2010,Semisupervised hyperspectral image segmentation using multinomial logistic regression with active learning,"… way of handling very high dimen- sional data sets [5]. Support vector machines (SVMs) [6 … posterior
class distrib- utions, implemented by an efficient version of semisupervised learning algorithm
in … of class labels from a posterior distribution built on the learned class distributions … 
",https://ieeexplore.ieee.org/abstract/document/5559437/,http://www.lx.it.pt/~bioucas/files/ieee%20tgrs%20semi%2010.pdf
Y Kayikci,2018,Sustainability impact of digitization in logistics,"… The machine-learning technologies (eg transvoyant) help to make predictive analytics … Cognition:
Logistics functions undergo a fundamental change with the development of technologies such
as artificial intelligence (AI), robots, drones for handling domestic and … 
",https://www.sciencedirect.com/science/article/pii/S2351978918302245,https://www.sciencedirect.com/science/article/pii/S2351978918302245/pdf?md5=2f20557beae7129685c8b33dd3cb0165&pid=1-s2.0-S2351978918302245-main.pdf
N Han and XJ Ji,2010,Optimization of logistics distribution routing problem based on improved ant colony algorithm,"The optimization of logistics distribution routing, which played an important role in the logistics distribution system, needed to be solved by a fast and effective algorithm. Based on analyzing the optimization question of logistics distribution routing and the basic model of …",https://ieeexplore.ieee.org/abstract/document/5580646/,
E Ilie-Zudor and A Ekárt and Z Kemeny…,2015,Advanced predictive-analysis-based decision support for collaborative logistics networks,"… ADVANCE relies on machine learning and cognitive modelling to deliver a practical solution
that … ADVANCE (http://advance-logistics.eu/) supports both hub-and-depot operations via the … making
dependent on the latest snapshot information and the best higher-level intelligence … 
",https://www.emeraldinsight.com/doi/abs/10.1108/SCM-10-2014-0323,https://www.emeraldinsight.com/doi/pdfplus/10.1108/SCM-10-2014-0323
T Niemueller and G Lakemeyer and A Ferrein,2015,The RoboCup logistics league as a benchmark for planning in robotics,"… 1. For reasons of brevity, we have omitted actions for moving, for putting and retriev- ing
workpieces to and from machines (similar to many other domains), and for processing at BS,
CS, or DS stations (sim … Synthesis Lectures on Artificial Intelligence and Machine Learning … 
",https://core.ac.uk/download/pdf/45322727.pdf#page=61,https://core.ac.uk/download/pdf/45322727.pdf#page=61
G Zaharchuk and E Gong and M Wintermark…,2018,Deep learning in neuroradiology,"… Deep Learning in Neuroradiology. G. Zaharchuk, E. Gong, M. Wintermark, D. Rubin
and CP Langlotz. American Journal of Neuroradiology October 2018, 39 (10)
1776-1784; DOI: https://doi.org/10.3174/ajnr.A5543. G. Zaharchuk.
",http://www.ajnr.org/content/39/10/1776.abstract,http://www.ajnr.org/content/ajnr/39/10/1776.full.pdf
D Biskup,1999,Single-machine scheduling with learning considerations,"… processing time independent' operations like setups, controlling and operating machines, reading
data … TCE Cheng, C Oguz, XD QiDue-date assignment and single machine scheduling with …
C.-L Li, TCE ChengAn economic production quantity model with learning and forgetting … 
",https://www.sciencedirect.com/science/article/pii/S037722179800246X,https://www.academia.edu/download/58890131/1-s2.0-S037722179800246X-main.pdf
C Alias and Ç Özgür and B Noche,2016,Monitoring production and logistics processes with the help of industrial image processing,"… major elements: the cameras, the industrial image processing algorithms, a machine learning
(ML) library … The intelligence lies in the application and adoption of suitable industrial image
processing … for the diverse application opportunities in the field of transport and logistics … 
",https://www.pomsmeetings.org/ConfPapers/065/065-1743.pdf,https://www.pomsmeetings.org/ConfPapers/065/065-1743.pdf
S Earley,2015,"Analytics, machine learning, and the internet of things","… Autonomy re- quires greater intelligence around algorithms that can deal with un- planned …
concentrate more on his driving.”7) Optimization algorithms use machine learning mechanisms
to … security systems, and other “systems of systems” will let machines communicate directly … 
",https://ieeexplore.ieee.org/abstract/document/7030173/,http://fac.comtech.depaul.edu/yhwang1/Articles_KHU/article_2.pdf
K Greene and DG Cooper and AL Buczak…,2005,Cognitive agents for sense and respond logistics,"… SOAR is a cognitive architecture focused on the functional requirements of human level
intelligence … Our system uses machine learning techniques to allow for adaptivity, particularly
at the sub … for the activity (Figure 2). We use an approach based on reinforcement learning (RL) … 
",https://link.springer.com/chapter/10.1007/11683704_9,https://www.researchgate.net/profile/Kshanti_Greene/publication/228974499_Cognitive_Agents_for_Sense_and_Respond_Logistics/links/00b7d52d5a7cf7a1e9000000.pdf
H Başligil and SS Kara and P Alcan and B Özkan…,2011,A distribution network optimization problem for third party logistics service providers,"… Third party logistic (3PL) has become more important for logistic sector in recent years. Companies
want to reduce the costs and provide customer satisfaction exactly. They don't want to deal with
logistics problems, so they prefer special firms for some or all of their logistics … 
",https://www.sciencedirect.com/science/article/pii/S095741741100577X,http://www.academia.edu/download/52446961/j.eswa.2011.04.06120170403-31932-njhmup.pdf
S Edelkamp and M Gath and C Greulich and M Humann…,2016,Monte-Carlo tree search for logistics,"… Actually their publication contributed a machine learning algorithm, which was looking at more
general … Learning takes place in the form of policy adaptation, where the current policy-kept … to
reduce the downtime when either not enough workers nor machines are available … 
",https://link.springer.com/chapter/10.1007/978-3-319-21266-1_28,
L Monostori and P Valckenaers and A Dolgui and H Panetto…,2014,Cooperative control in production and logistics,"… learning to holonic systems, cooperative enterprise modelling, system integration, and
autonomous logistics processes are … Csáji B. Cs., Monostori L.Adaptive Stochastic Resource
Control: A Machine Learning Approach. Journal of Artificial Intelligence Research (JAIR … 
",https://www.sciencedirect.com/science/article/pii/S1474667016422688,https://hal-emse.ccsd.cnrs.fr/emse-01063021/file/CC5%20Milestone.pdf
